Komentar,Sentimen
"Bradbury Something Wicked This Way Comes: Surprised at what a dud this story felt like, after my other experiences with Bradbury...there is a movie version, and that is equally awful. Not at all what I was expecting.",Negatif
Black and white pictures??: Very unhappy with this book. Black and white pictues of buttons are not very useful in identification. It has a lot of information and very small print. Seriously considering returning it.,Negatif
More 'Think and Grow Rich' Foolishness: The author suggests such foolishness as 'flipping houses' and volunteering free overtime to get 'in' with your employer. The author is the only one getting rich from this mess.,Negatif
"Nothing like the original kong: I don't like this toy. It's an odd shape, doesn't roll and a weird space for treats. You have to break the treats up to get them to fit then they just fall out! Don't waste your money!",Negatif
JUNK: You can live with the clicking noise when it switches from PSTN to VOIP but you cannot live with the horrible noise and static on the VOIP line. It does not work with Yahoo Messenger either. Get something else!,Negatif
Ugly Colors!!: This bag is a very gross color of brown. The pink and the brown do not even go with each other. The bag also has a black strap making this a very un-coordinated product. Returned it for something else.,Negatif
"[money] for this? no way!!!: This memory is made of cheap material, my cpu has a snap-on ram and it cracked when i tried to lightly snap it in! Don't buy this! go to [...] or find some other brand. Anything but this!",Negatif
"Not impressed, returned it.: Loses power quickly.Very messy to clean, a job that required a trip outside each time.Power settings are functionless, I mean who is going to vacuum on any setting other than the highest.",Negatif
Functions Well - But Cheap & Flimsy: Really useful and fits well with a Plam IIIxe. BUT it is constructed of cheap material and has split apart twice and cracked in 3 different places. Get some epoxy if you buy this.,Negatif
Very boring book: It's one of the worst book I ever had to read. Mind numbing things that this guy does. I just don't understand why it's suppose to be one of the classic. I wouldn't have read it if I had the choice.,Negatif
"Don't buy if you own an Intel Mac: After I purchased and opened this product, I have found that Macally does NOT offer updated drivers for intel based macs.Buyers beware, this will not work with your Intel based Mac.",Negatif
"completely dumb: horrible movie. the only good thing about movie is the dad from american pie plays the elementary school teacher. i was tempted to actually buy this, than found it on netflix. so glad i didnt buy it.",Negatif
Not same as pictured: I had previously ordered the pictured product a year ago. I decided to order 4 extras. What I received is smaller than the original ones. Amazon is replacing 12 oz with 10 oz bowls!!! ripped off,Negatif
"AFTER OVER A MONTH, I HAVE NOT RECEIVED THIS CD AND NO RESPONSE FROM REPEATED E-MAILS!: HOW CAN A SELLER BE ALLOWED TO USE YOUR MONEY FOR OVER A MONTH, NOT SEND PRODUCT AND NOT RESPOND TO YOUR INQUIRIES..DISGRACEFUL!",Negatif
Pass on this one: Radio station in-house recordings can be hit or miss. The Mountain and others have some really great productions. I wish I had passed on this one. The selections are poor with no production quality.,Negatif
"This fridge breaks down quickly.: This fridge stopped working after three weeks, allowing the contents to spoil. I wish I had seen all the other reviews here reporting the same outcome. Not worth the money or hassle.",Negatif
"Kept waiting for the plot to happen..: This movie is like an ""Apocalypse Now"" in the desert, and even has the special military agent with the internal monologue. But in this film they never find ""Colonel Kurtz"". Ugh.",Negatif
bluray packaged as dvd: i was really disapointed with this product. i bought it because it was a 2 disk dvd with bonus bluray disc. but that was not so. it is a 2 disc bluray with 1 dvd packaged in the dvd packageing,Negatif
Offbeat Humor: I suppose this type of humor isn't for me as I barely cracked a smile throughout the course of the entire movie. This movie presents you with uncomfortable situations and expects you to laugh nervously.,Negatif
"I don't know if this really gets to the point: I am a fast reader by nature, but this book took months to get through. Although she made some good points, I think it's pretty much what every other book out there says.",Negatif
"the sound was not great: the sound was not too nice, I am not into music so I did not know what to expect.. however I do suggest the trio chime is sounds very pretty I might say. this solo one is not a good purchase..",Negatif
"Atlantis Found Awful!: Never been moved to write a review in many years of reading, but this story is thrown together so carelessly, I found it hard to keep an eye on the plot because of all the sloppy contradictions.",Negatif
"at least it was better than the first!!!!!: not as good as i thought it would be.Not very good effects,same as the first.It did have a different storyline and better ending than the first.Only if you liked the first!!",Negatif
BAD HAIR!: I recently bought this toy for my daughter. When I took the doll out of the box her hair was a mess! I tried to brush it out but it didn't work. The doll is now on the floor totally ignored with messy hair!,Negatif
"Noisey: We are really disapointed with this bread maker. It is so noisey and we don't like the size of the loaf of bread. Frankly, we went back to our old one until we can find one we like. We will be sending it back.",Negatif
